suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
2,76,3,4,1,0.7493684473908817,2,27,0,FLIGHT_PLAN_INJECTION
4,79,3,3,1,26.874288643776048,5,9,1,EFB_DATA_EXFILTRATION
3,99,7,2,1,14.36828115202809,4,17,1,EFB_DATA_EXFILTRATION
5,53,1,3,1,0.6893793152669252,4,42,0,FLIGHT_PLAN_INJECTION
1,16,1,0,0,0.3165594776425184,1,4,3,BENIGN
3,36,1,5,1,0.11842081983531166,3,24,0,FLIGHT_PLAN_INJECTION
3,97,7,1,1,7.371594256433761,5,18,1,EFB_DATA_EXFILTRATION
4,68,4,4,1,0.9321401616825666,2,44,0,FLIGHT_PLAN_INJECTION
4,67,3,4,1,0.8775529543901778,3,37,0,FLIGHT_PLAN_INJECTION
5,60,3,6,1,0.1678327148286103,4,41,0,FLIGHT_PLAN_INJECTION
2,47,4,7,1,1.7942477208913838,4,29,0,FLIGHT_PLAN_INJECTION
6,59,7,5,1,2.3043508383769353,6,20,2,MAINTENANCE_LOG_TAMPERING
2,12,0,0,0,0.3340719622912313,1,2,3,BENIGN
1,16,0,0,0,0.10879185693397797,1,4,3,BENIGN
2,70,1,7,1,1.6657664631244131,3,36,0,FLIGHT_PLAN_INJECTION
3,66,3,3,1,1.530249398158309,4,46,0,FLIGHT_PLAN_INJECTION
2,14,1,0,0,0.44127643174255066,1,2,3,BENIGN
4,53,4,3,1,25.938823838840662,6,8,1,EFB_DATA_EXFILTRATION
5,94,6,2,1,20.405817573589776,3,8,1,EFB_DATA_EXFILTRATION
5,106,3,3,1,27.0971245592639,5,13,1,EFB_DATA_EXFILTRATION
5,45,4,3,1,1.6328150125972791,4,46,0,FLIGHT_PLAN_INJECTION
3,54,4,1,1,28.671963120092997,5,13,1,EFB_DATA_EXFILTRATION
3,53,6,3,1,33.72591128686824,6,18,1,EFB_DATA_EXFILTRATION
5,92,2,6,1,1.3683908343651934,3,48,0,FLIGHT_PLAN_INJECTION
0,11,1,0,0,0.24483653275828093,1,2,3,BENIGN
6,59,6,5,1,4.268831607232459,5,15,2,MAINTENANCE_LOG_TAMPERING
3,69,9,5,1,1.6614038447571744,4,12,2,MAINTENANCE_LOG_TAMPERING
2,6,1,0,0,0.1402137675291391,1,3,3,BENIGN
3,67,1,4,1,0.5605152733335864,3,32,0,FLIGHT_PLAN_INJECTION
6,78,6,2,1,40.00234906130917,3,6,1,EFB_DATA_EXFILTRATION
3,120,3,3,1,20.928373562400083,3,18,1,EFB_DATA_EXFILTRATION
4,53,1,6,1,0.6566941231319108,2,26,0,FLIGHT_PLAN_INJECTION
4,66,3,1,1,13.52324659131973,5,17,1,EFB_DATA_EXFILTRATION
0,19,0,0,0,0.220440116567432,2,0,3,BENIGN
7,67,8,3,1,2.944279392038923,5,15,2,MAINTENANCE_LOG_TAMPERING
4,62,3,2,1,5.270035175329189,6,13,1,EFB_DATA_EXFILTRATION
7,63,8,3,1,4.376408488771683,7,21,2,MAINTENANCE_LOG_TAMPERING
7,55,5,4,1,6.932639421966814,7,29,2,MAINTENANCE_LOG_TAMPERING
6,29,8,4,1,4.878266949721236,6,26,2,MAINTENANCE_LOG_TAMPERING
4,58,4,7,1,1.2862277408690257,2,43,0,FLIGHT_PLAN_INJECTION
3,77,2,5,1,1.847697945578485,4,44,0,FLIGHT_PLAN_INJECTION
4,88,1,7,1,0.29667521113169687,3,46,0,FLIGHT_PLAN_INJECTION
4,38,2,6,1,0.22282819728744865,2,46,0,FLIGHT_PLAN_INJECTION
3,69,3,7,1,0.25894769517745375,2,23,0,FLIGHT_PLAN_INJECTION
4,98,5,3,1,24.451964365906314,6,15,1,EFB_DATA_EXFILTRATION
4,40,1,5,1,1.252978981233066,2,34,0,FLIGHT_PLAN_INJECTION
6,116,7,1,1,35.55179463471691,4,16,1,EFB_DATA_EXFILTRATION
3,31,7,2,1,1.4544290093307564,6,24,2,MAINTENANCE_LOG_TAMPERING
4,77,1,7,1,0.831484700698131,2,35,0,FLIGHT_PLAN_INJECTION
4,72,4,6,1,1.6205932574345068,3,22,0,FLIGHT_PLAN_INJECTION
6,35,5,3,1,4.203157291562673,6,17,2,MAINTENANCE_LOG_TAMPERING
7,33,9,2,1,4.265141210493169,7,22,2,MAINTENANCE_LOG_TAMPERING
4,78,7,3,1,26.77069548745311,5,8,1,EFB_DATA_EXFILTRATION
4,78,6,3,1,4.64974807242107,5,16,2,MAINTENANCE_LOG_TAMPERING
1,10,0,0,0,0.4756118728198026,2,3,3,BENIGN
6,55,3,2,1,36.30787376145791,6,16,1,EFB_DATA_EXFILTRATION
3,112,6,3,1,19.063832941776326,5,6,1,EFB_DATA_EXFILTRATION
3,55,1,5,1,0.48211102892463054,2,39,0,FLIGHT_PLAN_INJECTION
6,49,6,5,1,8.731730081650234,7,28,2,MAINTENANCE_LOG_TAMPERING
0,10,1,0,0,0.46700744579079845,2,0,3,BENIGN
5,98,3,5,1,1.279527762010708,3,43,0,FLIGHT_PLAN_INJECTION
5,46,2,7,1,1.8976985313989907,2,26,0,FLIGHT_PLAN_INJECTION
6,70,4,2,1,20.81638451785039,4,5,1,EFB_DATA_EXFILTRATION
5,65,8,2,1,3.9894492571919016,7,25,2,MAINTENANCE_LOG_TAMPERING
5,85,6,3,1,47.954436564740625,5,15,1,EFB_DATA_EXFILTRATION
2,95,4,5,1,1.4548461012200011,2,32,0,FLIGHT_PLAN_INJECTION
5,47,4,7,1,1.543932090779972,3,45,0,FLIGHT_PLAN_INJECTION
3,50,3,1,1,11.6597085993684,4,15,1,EFB_DATA_EXFILTRATION
6,60,7,3,1,8.141405857695158,4,29,2,MAINTENANCE_LOG_TAMPERING
7,23,9,5,1,2.7245118780354036,6,29,2,MAINTENANCE_LOG_TAMPERING
6,99,3,3,1,15.085485601723224,3,8,1,EFB_DATA_EXFILTRATION
3,62,5,5,1,6.509091227215794,6,22,2,MAINTENANCE_LOG_TAMPERING
5,54,1,6,1,0.5102020205605533,4,29,0,FLIGHT_PLAN_INJECTION
7,35,8,5,1,5.988202259646799,4,13,2,MAINTENANCE_LOG_TAMPERING
4,79,7,5,1,9.254844740796328,5,28,2,MAINTENANCE_LOG_TAMPERING
4,87,6,1,1,15.874826466856161,3,18,1,EFB_DATA_EXFILTRATION
6,79,3,1,1,44.84580785392266,5,15,1,EFB_DATA_EXFILTRATION
5,124,7,3,1,6.307656885768309,6,14,1,EFB_DATA_EXFILTRATION
7,68,9,5,1,6.0714334021135405,4,13,2,MAINTENANCE_LOG_TAMPERING
4,65,7,2,1,5.005235329276748,7,18,2,MAINTENANCE_LOG_TAMPERING
3,66,6,3,1,4.345845180709219,7,16,2,MAINTENANCE_LOG_TAMPERING
3,59,3,1,1,34.12428561671844,5,11,1,EFB_DATA_EXFILTRATION
5,55,5,4,1,8.221346234575838,4,16,2,MAINTENANCE_LOG_TAMPERING
4,120,3,2,1,27.78731500022107,4,16,1,EFB_DATA_EXFILTRATION
2,5,0,0,0,0.10529194704132222,2,4,3,BENIGN
3,33,2,7,1,1.2450015606739346,3,33,0,FLIGHT_PLAN_INJECTION
4,63,4,7,1,0.13321824607623106,2,34,0,FLIGHT_PLAN_INJECTION
4,56,7,1,1,37.530504520039365,5,15,1,EFB_DATA_EXFILTRATION
7,42,9,2,1,3.156564116491405,4,21,2,MAINTENANCE_LOG_TAMPERING
7,46,5,5,1,3.388125243407349,6,24,2,MAINTENANCE_LOG_TAMPERING
2,62,1,6,1,1.9553048542874842,3,30,0,FLIGHT_PLAN_INJECTION
3,93,3,7,1,1.2369132377604517,3,40,0,FLIGHT_PLAN_INJECTION
4,65,9,3,1,1.4301661439993631,7,11,2,MAINTENANCE_LOG_TAMPERING
7,55,5,2,1,7.5366019806920646,7,20,2,MAINTENANCE_LOG_TAMPERING
5,60,4,4,1,1.1308849934872462,4,26,0,FLIGHT_PLAN_INJECTION
0,15,1,0,0,0.1533323976574974,2,3,3,BENIGN
5,110,5,3,1,45.64327617109129,6,17,1,EFB_DATA_EXFILTRATION
3,32,2,5,1,1.0666569186503956,2,49,0,FLIGHT_PLAN_INJECTION
3,67,1,6,1,0.6920833193987259,3,25,0,FLIGHT_PLAN_INJECTION
3,63,3,4,1,1.8909535656491196,3,40,0,FLIGHT_PLAN_INJECTION
2,71,4,4,1,1.1178132242215777,4,24,0,FLIGHT_PLAN_INJECTION
5,49,8,5,1,3.330345995426311,6,14,2,MAINTENANCE_LOG_TAMPERING
0,18,1,0,0,0.14372279869529253,1,1,3,BENIGN
5,78,5,2,1,21.810159398597012,4,17,1,EFB_DATA_EXFILTRATION
5,110,5,3,1,36.253602355350935,5,19,1,EFB_DATA_EXFILTRATION
5,32,7,3,1,0.9119513515981563,6,20,2,MAINTENANCE_LOG_TAMPERING
4,144,4,3,1,46.501307165084654,4,15,1,EFB_DATA_EXFILTRATION
0,18,1,0,0,0.04566746920365411,1,1,3,BENIGN
5,56,2,5,1,0.49145200664979105,3,49,0,FLIGHT_PLAN_INJECTION
6,76,8,5,1,2.5010946523705466,7,14,2,MAINTENANCE_LOG_TAMPERING
3,118,7,1,1,12.551994235531591,5,9,1,EFB_DATA_EXFILTRATION
4,63,7,2,1,7.800109265447432,6,13,2,MAINTENANCE_LOG_TAMPERING
6,84,4,3,1,32.77498366253579,4,16,1,EFB_DATA_EXFILTRATION
5,94,3,4,1,1.4684819225964523,4,31,0,FLIGHT_PLAN_INJECTION
2,96,4,6,1,0.10318022775898675,3,49,0,FLIGHT_PLAN_INJECTION
5,51,2,4,1,1.8478804276405645,3,45,0,FLIGHT_PLAN_INJECTION
3,143,5,2,1,41.74398943552421,5,7,1,EFB_DATA_EXFILTRATION
5,103,7,1,1,20.25172370105905,4,7,1,EFB_DATA_EXFILTRATION
0,6,1,0,0,0.10219980943796969,1,1,3,BENIGN
5,46,5,2,1,8.37352120035186,5,13,2,MAINTENANCE_LOG_TAMPERING
6,79,3,1,1,5.986874409592832,3,9,1,EFB_DATA_EXFILTRATION
5,34,2,4,1,1.9213491414691173,3,47,0,FLIGHT_PLAN_INJECTION
3,104,5,3,1,43.936050681842104,3,12,1,EFB_DATA_EXFILTRATION
7,56,8,3,1,8.1510248204087,5,18,2,MAINTENANCE_LOG_TAMPERING
6,135,3,2,1,15.110692207841717,3,11,1,EFB_DATA_EXFILTRATION
6,74,7,2,1,7.585934416913836,5,16,2,MAINTENANCE_LOG_TAMPERING
7,48,7,2,1,1.9036114949340854,7,12,2,MAINTENANCE_LOG_TAMPERING
6,25,7,2,1,0.5407274634608688,6,23,2,MAINTENANCE_LOG_TAMPERING
5,71,4,1,1,17.458741919595415,6,15,1,EFB_DATA_EXFILTRATION
3,75,6,3,1,4.26644714714147,5,19,2,MAINTENANCE_LOG_TAMPERING
4,45,7,3,1,5.823477104462785,6,13,2,MAINTENANCE_LOG_TAMPERING
2,11,1,0,0,0.3832276229988493,2,4,3,BENIGN
7,58,9,5,1,5.113768818262505,4,19,2,MAINTENANCE_LOG_TAMPERING
3,29,8,5,1,5.058407825888743,5,28,2,MAINTENANCE_LOG_TAMPERING
7,69,7,3,1,2.822867944343439,6,10,2,MAINTENANCE_LOG_TAMPERING
4,75,4,5,1,1.916580809938162,3,39,0,FLIGHT_PLAN_INJECTION
4,122,7,3,1,6.652821179508299,4,19,1,EFB_DATA_EXFILTRATION
6,21,9,3,1,9.99896509043094,5,24,2,MAINTENANCE_LOG_TAMPERING
6,31,8,2,1,6.8082052638398025,6,16,2,MAINTENANCE_LOG_TAMPERING
3,44,1,3,1,0.6421067864472709,3,27,0,FLIGHT_PLAN_INJECTION
6,37,5,2,1,4.172226754886916,5,10,2,MAINTENANCE_LOG_TAMPERING
4,98,2,7,1,0.9100567565953889,4,24,0,FLIGHT_PLAN_INJECTION
2,98,2,5,1,1.6235505170888513,3,49,0,FLIGHT_PLAN_INJECTION
6,40,7,2,1,5.616099303290525,6,13,2,MAINTENANCE_LOG_TAMPERING
4,148,3,3,1,10.618504393016318,6,10,1,EFB_DATA_EXFILTRATION
3,22,6,5,1,3.5871056780339146,4,29,2,MAINTENANCE_LOG_TAMPERING
4,134,3,1,1,16.514924628238802,6,16,1,EFB_DATA_EXFILTRATION
5,68,5,2,1,43.75775443953041,5,16,1,EFB_DATA_EXFILTRATION
5,35,5,3,1,7.260682697917384,4,25,2,MAINTENANCE_LOG_TAMPERING
2,7,0,0,0,0.22803310463345827,2,3,3,BENIGN
4,126,6,1,1,16.760611093295118,6,19,1,EFB_DATA_EXFILTRATION
5,104,6,3,1,44.762168505338884,5,17,1,EFB_DATA_EXFILTRATION
6,69,4,2,1,7.962035807216477,6,9,1,EFB_DATA_EXFILTRATION
5,76,4,2,1,31.309509372111165,3,5,1,EFB_DATA_EXFILTRATION
3,103,7,3,1,47.13388863769807,6,18,1,EFB_DATA_EXFILTRATION
6,38,6,3,1,7.909880318598741,7,22,2,MAINTENANCE_LOG_TAMPERING
1,13,0,0,0,0.49430512119348147,1,2,3,BENIGN
6,121,6,3,1,9.077135720241111,6,6,1,EFB_DATA_EXFILTRATION
2,14,0,0,0,0.23923209219241626,2,2,3,BENIGN
6,82,3,2,1,5.660565578048088,4,7,1,EFB_DATA_EXFILTRATION
3,52,2,4,1,0.37549195457247486,4,43,0,FLIGHT_PLAN_INJECTION
1,18,1,0,0,0.4127304424055983,1,4,3,BENIGN
1,15,0,0,0,0.013477379899065611,2,0,3,BENIGN
3,56,3,6,1,0.8062609660080703,3,44,0,FLIGHT_PLAN_INJECTION
5,48,9,4,1,4.901230766131131,5,24,2,MAINTENANCE_LOG_TAMPERING
2,67,3,5,1,0.5800318195066568,3,33,0,FLIGHT_PLAN_INJECTION
2,47,3,6,1,0.6782923498673525,3,27,0,FLIGHT_PLAN_INJECTION
6,82,7,1,1,13.189802960934918,3,14,1,EFB_DATA_EXFILTRATION
5,30,3,7,1,0.11734798798073617,3,42,0,FLIGHT_PLAN_INJECTION
5,93,4,5,1,0.3791249911371932,4,39,0,FLIGHT_PLAN_INJECTION
4,28,5,2,1,9.297009544707445,5,15,2,MAINTENANCE_LOG_TAMPERING
6,50,7,5,1,9.378953959011994,4,20,2,MAINTENANCE_LOG_TAMPERING
2,63,4,5,1,0.2889105215945953,3,20,0,FLIGHT_PLAN_INJECTION
4,53,4,4,1,1.098282934812612,2,42,0,FLIGHT_PLAN_INJECTION
5,65,7,3,1,47.43344730582706,5,12,1,EFB_DATA_EXFILTRATION
3,75,2,5,1,1.1340940414380174,3,34,0,FLIGHT_PLAN_INJECTION
2,99,4,3,1,1.452193462356636,3,24,0,FLIGHT_PLAN_INJECTION
2,9,1,0,0,0.19121648399037466,2,3,3,BENIGN
6,69,7,2,1,3.22578694840925,7,21,2,MAINTENANCE_LOG_TAMPERING
3,62,3,7,1,1.84558368734151,4,39,0,FLIGHT_PLAN_INJECTION
2,8,0,0,0,0.010899254631664801,1,0,3,BENIGN
2,30,3,5,1,1.3277613221131506,3,39,0,FLIGHT_PLAN_INJECTION
3,65,7,4,1,2.7664199774840847,4,27,2,MAINTENANCE_LOG_TAMPERING
7,34,9,2,1,3.5630105780778107,7,17,2,MAINTENANCE_LOG_TAMPERING
1,19,0,0,0,0.08340087018541753,1,3,3,BENIGN
4,61,7,3,1,28.52088760248175,5,7,1,EFB_DATA_EXFILTRATION
6,128,7,3,1,19.807757823404742,4,19,1,EFB_DATA_EXFILTRATION
2,9,0,0,0,0.39759398754813297,1,2,3,BENIGN
4,73,5,2,1,19.743370776193135,6,15,1,EFB_DATA_EXFILTRATION
4,96,4,3,1,1.5052606860614592,4,48,0,FLIGHT_PLAN_INJECTION
3,62,9,5,1,2.801897449616821,4,20,2,MAINTENANCE_LOG_TAMPERING
5,76,6,2,1,4.104480612684711,7,11,2,MAINTENANCE_LOG_TAMPERING
5,78,3,6,1,1.337402942573875,3,31,0,FLIGHT_PLAN_INJECTION
5,29,6,2,1,7.411643434479596,7,16,2,MAINTENANCE_LOG_TAMPERING
4,54,8,4,1,7.1060960730568485,7,24,2,MAINTENANCE_LOG_TAMPERING
3,112,6,2,1,8.378208166042262,4,7,1,EFB_DATA_EXFILTRATION
3,55,4,6,1,1.562724392457935,3,31,0,FLIGHT_PLAN_INJECTION
4,83,3,2,1,10.278044493943135,3,7,1,EFB_DATA_EXFILTRATION
4,106,3,3,1,43.15479877929047,4,10,1,EFB_DATA_EXFILTRATION
1,19,1,0,0,0.32160650151121317,2,1,3,BENIGN
3,83,3,5,1,1.038439797351101,3,34,0,FLIGHT_PLAN_INJECTION
2,17,0,0,0,0.23921433838472772,1,1,3,BENIGN
5,72,2,4,1,1.7575979145341187,2,31,0,FLIGHT_PLAN_INJECTION
3,112,4,3,1,21.659471016929952,3,6,1,EFB_DATA_EXFILTRATION
5,53,6,2,1,42.3211488294403,5,6,1,EFB_DATA_EXFILTRATION
2,11,0,0,0,0.04728724310415816,2,0,3,BENIGN
2,90,4,5,1,1.4714386121828624,2,24,0,FLIGHT_PLAN_INJECTION
3,65,2,3,1,1.3642262406721326,3,48,0,FLIGHT_PLAN_INJECTION
3,85,1,3,1,0.5560638103112273,2,39,0,FLIGHT_PLAN_INJECTION
5,49,5,2,1,7.1867985644020225,4,15,2,MAINTENANCE_LOG_TAMPERING
3,134,5,3,1,27.127705512423645,5,10,1,EFB_DATA_EXFILTRATION
3,81,1,5,1,0.16714798475847895,3,21,0,FLIGHT_PLAN_INJECTION
1,5,1,0,0,0.059149445020360736,1,3,3,BENIGN
0,8,0,0,0,0.49878569018326774,1,3,3,BENIGN
5,141,6,3,1,18.617212551558083,4,9,1,EFB_DATA_EXFILTRATION
5,72,3,7,1,1.6156749698835988,2,40,0,FLIGHT_PLAN_INJECTION
4,76,5,2,1,3.9349797993011086,4,14,2,MAINTENANCE_LOG_TAMPERING
6,114,4,2,1,43.311974237872604,4,18,1,EFB_DATA_EXFILTRATION
3,109,3,3,1,14.366025383846422,3,5,1,EFB_DATA_EXFILTRATION
5,65,4,3,1,1.1720399694293862,4,41,0,FLIGHT_PLAN_INJECTION
5,29,7,2,1,1.6439036423063285,4,17,2,MAINTENANCE_LOG_TAMPERING
6,147,6,3,1,39.10207973137046,3,12,1,EFB_DATA_EXFILTRATION
6,87,3,2,1,33.76208065877386,4,19,1,EFB_DATA_EXFILTRATION
6,139,6,2,1,11.29910140449909,5,19,1,EFB_DATA_EXFILTRATION
5,97,7,3,1,39.0483429072889,3,7,1,EFB_DATA_EXFILTRATION
5,72,7,4,1,5.866537516436998,6,18,2,MAINTENANCE_LOG_TAMPERING
3,99,3,6,1,1.434216255736731,4,20,0,FLIGHT_PLAN_INJECTION
5,57,5,1,1,33.70298809494771,5,15,1,EFB_DATA_EXFILTRATION
5,136,7,2,1,11.61828755855451,5,13,1,EFB_DATA_EXFILTRATION
3,76,7,2,1,37.74492520046082,3,7,1,EFB_DATA_EXFILTRATION
2,16,0,0,0,0.4305906161485165,2,1,3,BENIGN
5,133,4,2,1,17.275391180637417,6,11,1,EFB_DATA_EXFILTRATION
5,69,1,5,1,0.547039422546125,2,35,0,FLIGHT_PLAN_INJECTION
5,43,1,5,1,0.2864405335150917,2,41,0,FLIGHT_PLAN_INJECTION
5,96,4,3,1,0.2180240116339433,2,46,0,FLIGHT_PLAN_INJECTION
2,74,4,3,1,1.8550221713543082,4,24,0,FLIGHT_PLAN_INJECTION
1,15,0,0,0,0.058183301961416245,1,4,3,BENIGN
0,17,1,0,0,0.18124499519874343,1,2,3,BENIGN
3,34,1,3,1,1.4555782458548867,3,24,0,FLIGHT_PLAN_INJECTION
6,75,9,4,1,4.226085758366094,4,13,2,MAINTENANCE_LOG_TAMPERING
2,18,1,0,0,0.4995685381082549,1,4,3,BENIGN
4,41,3,6,1,1.8068240282553207,2,21,0,FLIGHT_PLAN_INJECTION
4,63,4,6,1,1.9450971135794026,3,40,0,FLIGHT_PLAN_INJECTION
5,99,2,7,1,0.8701688646421302,3,49,0,FLIGHT_PLAN_INJECTION
6,65,5,3,1,5.078954608486838,6,21,2,MAINTENANCE_LOG_TAMPERING
6,71,4,3,1,22.472284585831915,5,12,1,EFB_DATA_EXFILTRATION
3,89,3,1,1,8.75409539950191,6,5,1,EFB_DATA_EXFILTRATION
5,49,4,4,1,1.228267688049009,2,23,0,FLIGHT_PLAN_INJECTION
5,61,6,3,1,9.726797412363336,4,22,2,MAINTENANCE_LOG_TAMPERING
2,88,1,5,1,1.2249127257772883,4,33,0,FLIGHT_PLAN_INJECTION
2,78,3,4,1,0.38782160376294217,4,42,0,FLIGHT_PLAN_INJECTION
3,39,2,4,1,1.05283507815063,4,20,0,FLIGHT_PLAN_INJECTION
4,145,3,1,1,19.388950246072692,5,6,1,EFB_DATA_EXFILTRATION
7,69,8,4,1,2.6787359588864863,4,27,2,MAINTENANCE_LOG_TAMPERING
6,34,6,5,1,2.8985672237106965,6,18,2,MAINTENANCE_LOG_TAMPERING
5,45,3,4,1,1.77099905159413,4,44,0,FLIGHT_PLAN_INJECTION
2,15,0,0,0,0.21129128435195604,1,0,3,BENIGN
4,78,7,5,1,3.9495931449392123,4,27,2,MAINTENANCE_LOG_TAMPERING
4,79,6,3,1,45.383584098694584,5,18,1,EFB_DATA_EXFILTRATION
5,55,1,7,1,0.807618292793473,3,40,0,FLIGHT_PLAN_INJECTION
6,118,4,3,1,9.493602101241153,5,6,1,EFB_DATA_EXFILTRATION
5,91,4,6,1,1.3627452530113198,2,42,0,FLIGHT_PLAN_INJECTION
4,61,2,6,1,1.034626177863248,4,22,0,FLIGHT_PLAN_INJECTION
4,69,6,1,1,48.39588034880746,6,19,1,EFB_DATA_EXFILTRATION
4,73,9,5,1,1.2702403875246604,7,13,2,MAINTENANCE_LOG_TAMPERING
3,67,1,6,1,1.1740965739507843,4,28,0,FLIGHT_PLAN_INJECTION
4,92,3,1,1,32.44164743229145,6,8,1,EFB_DATA_EXFILTRATION
6,43,9,3,1,3.879468041621934,7,16,2,MAINTENANCE_LOG_TAMPERING
3,26,9,4,1,2.57312358812384,6,27,2,MAINTENANCE_LOG_TAMPERING
0,11,1,0,0,0.4760199622729204,2,0,3,BENIGN
3,40,8,2,1,6.66631719029941,5,17,2,MAINTENANCE_LOG_TAMPERING
5,88,1,3,1,0.6232043758311748,4,37,0,FLIGHT_PLAN_INJECTION
6,34,6,2,1,8.94211021849382,5,12,2,MAINTENANCE_LOG_TAMPERING
5,97,2,6,1,1.766182741697092,2,26,0,FLIGHT_PLAN_INJECTION
6,145,6,1,1,24.47538401076853,6,15,1,EFB_DATA_EXFILTRATION
1,5,0,0,0,0.24850047911734313,2,0,3,BENIGN
3,47,2,5,1,1.5517648876835284,2,29,0,FLIGHT_PLAN_INJECTION
2,50,4,4,1,1.585907290850764,2,32,0,FLIGHT_PLAN_INJECTION
3,49,1,6,1,1.3505320430762018,3,43,0,FLIGHT_PLAN_INJECTION
0,18,0,0,0,0.4023058505126704,2,0,3,BENIGN
7,41,5,5,1,1.4697596862547784,5,16,2,MAINTENANCE_LOG_TAMPERING
3,43,2,4,1,0.47374718591883824,3,31,0,FLIGHT_PLAN_INJECTION
5,51,4,1,1,37.73759025312576,6,18,1,EFB_DATA_EXFILTRATION
0,7,0,0,0,0.308239560018997,2,2,3,BENIGN
5,57,7,3,1,21.33101050805233,4,6,1,EFB_DATA_EXFILTRATION
7,41,7,2,1,9.492658119233113,4,19,2,MAINTENANCE_LOG_TAMPERING
5,76,2,6,1,0.9933173593147719,2,43,0,FLIGHT_PLAN_INJECTION
2,11,0,0,0,0.02854305061899054,2,2,3,BENIGN
7,39,7,3,1,6.702779756969691,5,29,2,MAINTENANCE_LOG_TAMPERING
3,64,4,3,1,1.5812801582772398,2,29,0,FLIGHT_PLAN_INJECTION
0,17,1,0,0,0.08140014272187573,2,1,3,BENIGN
6,143,3,2,1,8.351567897286888,5,9,1,EFB_DATA_EXFILTRATION
6,44,7,5,1,4.771753132206053,4,28,2,MAINTENANCE_LOG_TAMPERING
7,26,7,3,1,6.739476604162078,4,12,2,MAINTENANCE_LOG_TAMPERING
3,20,8,2,1,8.440285552344132,6,15,2,MAINTENANCE_LOG_TAMPERING
4,42,3,3,1,1.71382494149694,4,40,0,FLIGHT_PLAN_INJECTION
4,22,8,5,1,8.00084390979918,4,18,2,MAINTENANCE_LOG_TAMPERING
3,71,6,3,1,7.178561586935464,7,21,2,MAINTENANCE_LOG_TAMPERING
5,98,4,7,1,0.45549079394287784,3,43,0,FLIGHT_PLAN_INJECTION
4,77,8,4,1,8.803897941323731,4,25,2,MAINTENANCE_LOG_TAMPERING
3,46,4,7,1,1.279375622845983,4,21,0,FLIGHT_PLAN_INJECTION
5,57,4,6,1,1.3479747430590654,3,21,0,FLIGHT_PLAN_INJECTION
4,54,2,5,1,0.5361206422824532,3,38,0,FLIGHT_PLAN_INJECTION
1,9,0,0,0,0.0900931596657667,2,4,3,BENIGN
6,91,3,3,1,22.66902868262937,5,10,1,EFB_DATA_EXFILTRATION
5,89,5,1,1,46.20825590985441,5,8,1,EFB_DATA_EXFILTRATION
6,66,5,5,1,5.066503095300572,4,17,2,MAINTENANCE_LOG_TAMPERING
4,111,6,3,1,34.97966330658876,3,7,1,EFB_DATA_EXFILTRATION
2,99,3,4,1,0.5550439817519162,4,45,0,FLIGHT_PLAN_INJECTION
5,56,5,2,1,1.227518847992331,5,29,2,MAINTENANCE_LOG_TAMPERING
4,42,9,2,1,7.592043234779783,5,26,2,MAINTENANCE_LOG_TAMPERING
3,43,4,7,1,1.2996130844478935,4,48,0,FLIGHT_PLAN_INJECTION
6,65,4,2,1,34.94239807032644,6,5,1,EFB_DATA_EXFILTRATION
4,133,5,3,1,25.83383053436396,4,12,1,EFB_DATA_EXFILTRATION
6,131,5,1,1,25.170558494768017,3,13,1,EFB_DATA_EXFILTRATION
3,74,1,5,1,0.9493524742747529,3,20,0,FLIGHT_PLAN_INJECTION
6,51,6,3,1,8.639242945640644,5,7,1,EFB_DATA_EXFILTRATION
3,56,7,3,1,30.072792494972322,4,7,1,EFB_DATA_EXFILTRATION
4,90,7,2,1,30.14740226353352,5,7,1,EFB_DATA_EXFILTRATION
5,98,1,5,1,0.740697600290928,4,21,0,FLIGHT_PLAN_INJECTION
5,21,7,5,1,0.8425677395915377,4,28,2,MAINTENANCE_LOG_TAMPERING
5,37,4,3,1,0.5428816402974292,2,48,0,FLIGHT_PLAN_INJECTION
4,53,6,2,1,9.97895449616298,4,11,1,EFB_DATA_EXFILTRATION
7,33,8,4,1,2.3530863561765676,4,26,2,MAINTENANCE_LOG_TAMPERING
2,16,0,0,0,0.10493755451886194,2,4,3,BENIGN
3,69,8,3,1,0.5924717877680149,4,18,2,MAINTENANCE_LOG_TAMPERING
5,81,4,4,1,1.6681614400874158,4,21,0,FLIGHT_PLAN_INJECTION
5,39,7,2,1,6.095761602684826,7,27,2,MAINTENANCE_LOG_TAMPERING
4,59,2,6,1,1.490372610406402,2,39,0,FLIGHT_PLAN_INJECTION
2,70,2,5,1,0.8317500535218836,2,33,0,FLIGHT_PLAN_INJECTION
4,139,3,2,1,40.70225510073174,6,9,1,EFB_DATA_EXFILTRATION
6,43,6,4,1,0.7899800513828057,4,14,2,MAINTENANCE_LOG_TAMPERING
5,40,7,2,1,8.737466633909774,6,21,2,MAINTENANCE_LOG_TAMPERING
4,98,3,5,1,0.6809158691726612,4,28,0,FLIGHT_PLAN_INJECTION
5,42,6,5,1,9.474418515373698,4,13,2,MAINTENANCE_LOG_TAMPERING
7,47,9,5,1,4.14753892499682,7,11,2,MAINTENANCE_LOG_TAMPERING
4,52,1,3,1,1.49160137426574,2,46,0,FLIGHT_PLAN_INJECTION
